reviewId,language,rating,date,content
162828302,ko-KR,5.0,2020년 2월 11일,"서울에서 가장 아름다운 궁전, 좋은 팁은 한복(전통 의상)을 빌리는 것입니다. 그렇게 하면 궁전 입장료가 무료입니다. 게다가, 사람들이 입는 곳에서 이곳을 방문하는 것을 즐길 수 있습니다. 이상하게 생각할 필요가 없습니다. 많은 사람들이 그렇게 하고 있고, 렌트 비용은 모델과 선택한 장소에 따라 10,000원에서 35,000원 ​​사이입니다."
191253120,ko-KR,5.0,2024년 8월 27일,"주소: 서울특별시 종로구 사직로 161

매우 멋진 궁전입니다. 한국 드라마 덕분에 이 궁전에 더 친숙해졌습니다. 한국에서 꼭 가봐야 할 순례지 중 하나입니다. 경복궁 길을 따라 끝까지 걸어가면 청와대가 나옵니다(사전 예약 필요). 일정을 정하는 것이 좋습니다. 지금 함께 계획할 수 있습니다!"
185139355,ko-KR,5.0,2024년 7월 3일,한복을 입고 이곳에 와서 이곳의 사진을 많이 찍었어요. 정말 크고 아름다웠고 다른 곳에서는 볼 수 없었던 전통적인
184571536,ko-KR,5.0,2024년 6월 28일,"한국의 경복궁을 방문하는 것은 그 나라의 역사, 문화, 건축적 아름다움에 푹 빠질 수 있는 환상적인 방법입니다."
181600122,ko-KR,5.0,2024년 4월 28일,"서울에서 한국 역사와 문화의 고대/역사적 시대를 목격할 수 있는 가장 훌륭한(꼭 방문해야 할) 장소 중 하나! 매우 잘 관리되어 있습니다. 지하철역에서 쉽게 갈 수 있습니다. 궁전 구내를 산책하고 역사적인 분위기를 목격하는 것을 좋아했습니다. 역사를 좋아하는 사람이라면 여기에 있는 것이 정말 좋습니다!

또한, 신체 장애인은 입장료가 할인되고 한복(궁궐 바로 바깥의 다양한 매장에서 대여할 수 있는 전통 한국 의상)을 입은 사람은 무료입니다."
181600130,ko-KR,5.0,2024년 4월 28일,"서울에서 한국 역사와 문화의 고대/역사적 시대를 목격할 수 있는 가장 훌륭한(꼭 방문해야 할) 장소 중 하나! 매우 잘 관리되어 있습니다. 지하철역에서 쉽게 갈 수 있습니다. 궁전 구내를 산책하고 역사적인 분위기를 목격하는 것을 좋아했습니다. 역사를 좋아하는 사람이라면 여기에 있는 것이 정말 좋습니다!

또한 신체 장애인은 입장료가 할인되고 한복(궁궐 바로 바깥의 다양한 매장에서 대여할 수 있는 전통 한국 의상)을 입은 사람은 무료입니다."
181571428,ko-KR,5.0,2024년 4월 23일,"아름다운 벚꽃 🌸 한복을 입고 무료 입장. 대여 한복은 온라인 예약 또는 매장 카운터에서 예약 가능
7/4/24에 촬영한 사진😃"
181505356,ko-KR,5.0,2024년 4월 19일,"아름다운 역사적 장소로, 서울 도심에 위치해 있습니다. 다른 명소와 가깝습니다. 강력 추천합니다!"
162568781,ko-KR,5.0,2020년 1월 8일,사진 촬영에 완벽한 장소입니다! 한복 대여는 궁궐 밖에서 하지만 전통 의상을 입고 궁궐에 들어가면 무료로 입장할 수 있습니다!
161494726,ko-KR,5.0,2019년 10월 11일,"이곳은 가장 붐비면서도 가장 아름다운 궁전 중 하나였습니다. 이곳에서 보낸 매 순간이 정말 즐거웠습니다! 다행히 궁전을 둘러보는 무료 영어 가이드 투어 직전에 도착했는데, 정말 훌륭하고 유익했습니다. 영어, 중국어, 한국어로 무료 투어가 제공되니 투어 시간을 꼭 확인하세요."
161484140,ko-KR,5.0,2019년 10월 10일,경복궁은 서울의 4대 궁궐 중 가장 크고 아름다운 궁궐입니다. 월요일에 개관하는 유일한 궁궐이기도 합니다. 궁궐이 있는 공간은 꽤 넓기 때문에 최소 3시간은 계획해야 합니다. 늦은 오후가 가장 사람이 적은 것 같습니다. 주변에는 작은 문화유산 마을이 있어 둘러볼 수 있습니다. 박물관도 있습니다. 정원은 현재 공사 중이지만 곧 다시 문을 열 예정입니다. 입장료는 소액입니다. 서울에서 한 궁궐만 둘러볼 시간이 충분하다면 경복궁을 선택하세요.
161281903,ko-KR,5.0,2019년 10월 3일,"방문하기 정말 좋았어요! 그늘이 별로 없어서 햇볕을 피하려면 이른 시간에 가시는 걸 추천합니다. 정문으로 들어오시면 티켓을 구매하실 수 있습니다. 하루에 몇 번 무료 영어 수업이 있는데, 저는 팸플릿이 매우 유익해서 참여하지 않았습니다."
161260613,ko-KR,5.0,2019년 10월 2일,궁궐은 정말 멋집니다. 궁궐 전체가 넓으니 시간을 충분히 갖고 둘러보세요. 전통 의상을 입은 한국인들을 많이 볼 수 있습니다. 궁궐 바로 밖에는 국립민속박물관이 무료로 운영됩니다.
160512197,ko-KR,5.0,2019년 8월 21일,"이 궁궐은 서울에서 가장 큰 궁궐이며, 중앙에 위치하고 있습니다. 근처에 지하철역이 있습니다. 이 지역을 걸어서 이동하려면 2~3시간이 걸립니다. 이곳은 박물관이자, 내부에는 작은 문화유산 공원이 있습니다. 현재 정원을 정비하는 공사가 진행 중입니다. 사람이 적은 늦은 시간에 가는 것이 가장 좋습니다."
159338684,ko-KR,5.0,2019년 6월 17일,5대 조시안 궁전 중 최고입니다. 넓은 지역을 돌아볼 수 있지만 대부분 플레인입니다. 여기서 3시간을 보낼 계획입니다. 동쪽에는 문화유산 마을이 있고 그 옆에는 박물관이 있습니다. 중심지에 위치해서 좋고 지하철도 바로 근처에 있습니다.
159320324,ko-KR,5.0,2019년 6월 16일,"조금 낡았지만, 문화적으로 흥미로운 곳이에요. 제가 갔을 때는 내부 박물관이 문을 닫아서 아쉬웠어요. 규모도 작고 정보도 별로 없었거든요. 그리고 궁전 내부 투어도 예약해 보세요. 투어는 별도예요."
183791924,ko-KR,5.0,2024년 6월 18일,"우리는 훌륭한 투어 가이드(선희, 아니면 그냥 서니)를 만났고, 그녀는 궁전을 멋지게 둘러보았습니다. 한국을 탐험하는 여정을 시작하기에 좋은 곳이며, 시간을 보내기에 아주 즐거운 곳입니다."
181770095,ko-KR,4.0,2024년 5월 6일,"한국에 처음 온다면, 꼭 가봐야 할 곳입니다. 다양한 한국 문화를 볼 수 있고, 궁전이 정말 정말 큽니다! 안타깝게도 우리가 갔을 때는 날씨가 너무 더웠는데, 겨울이라면 완벽할 겁니다. 궁전 밖에는 한복을 빌릴 수 있는 가게가 많이 있습니다. 예약은 필요 없습니다. 한복 대여 가격은 대부분 15,000원~30,000원이며, 디자인에 따라 다릅니다. 저는 이 한복을 4시간 동안 15,000원에 빌렸는데, 정말 가치 있다고 생각합니다!"
212860999,ko-KR,4.0,2025년 5월 25일,"[풍경] 자스민 바다와 겹겹이 쌓인 산

[재미]&hellip; 다양하고 맛있고 재미있는 놀이공원, 워터파크, 그리고 경치 좋은 곳들

[가성비]&hellip; 아주 좋아요, 모든 게 다 좋아요"
184423528,ko-KR,5.0,2024년 6월 25일,"동양의 건축 예술을 대표하는 작품인 경복궁은 고대 중국 건축과 조선시대의 전통 건축이 조화롭게 결합된 곳입니다.

방문 시 방문객은 궁전에 적용된 5가지 전통적인 한국색을 분명히 볼 수 있습니다. 파란색, 흰색, 빨간색, 검은색, 노란색은 5가지 요소를 나타냅니다. 미학적 측면에서도 한국에서 가장 아름다운 궁전입니다."
182632479,ko-KR,5.0,2024년 6월 6일,궁전은 넓고 아름다웠으며 건축 양식에 역사가 가득했습니다! 저는 가족과 함께 갔고 어머니와 저는 한국의 전통 의상을 입어보았습니다. 전통 의상을 입으면 입장료가 무료입니다. 그들은 때때로 전통 춤과 음악의 라이브 쇼를 합니다.
182043353,ko-KR,5.0,2024년 5월 29일,"방문할 만한 큰 궁전 단지입니다. 넓고 경치 좋은 정원이 있습니다. 경비대 교대식을 놓치지 마세요. 한복을 입고 방문하면 무료이며, 그렇지 않으면 입장료가 3000원입니다~"
181429197,ko-KR,5.0,2024년 4월 12일,방문할 만한 가치가 있었고 한복을 사서 멋지게 보였습니다. 날씨는 추웠지만 한복은 추위를 견딜 만큼 두꺼웠습니다.
161752902,ko-KR,5.0,2019년 10월 29일,정말 멋진 곳이고 강력 추천합니다! 친구들과 함께 가서 한복을 입고 가면 무료로 입장할 수 있어요 :) 특히 가을에는 아침에 가면 정말 멋진 경험을 할 수 있어요
159682569,ko-KR,5.0,2019년 7월 11일,조선시대 궁궐의 아름다운 건축물과 건물들이 잘 보존되어 있습니다. 옛날 수문장 교대식을 재현한 모습도 볼 수 있습니다. 서울에 방문하시면 꼭 들러보세요. 팁: 전통 의상(한복)을 입으시면 무료로 입장하실 수 있습니다. 주변에 대여소가 많이 있으니 즐거운 시간 보내세요!
159401522,ko-KR,4.0,2019년 6월 22일,"이 궁궐에 들어가려면 한복을 대여해야 하는데, 무료 입장 외에도 사진 촬영의 짜릿함을 느낄 수 있어요. 친구와 저는 운동이 부족해서 한복 대여는 하지 않았지만, 한복을 입은 사람들을 보니 눈이 반짝반짝 빛났어요. 와!! 궁궐과 너무 잘 어울려서 마치 한국 영화를 보는 것 같았어요. 사진 촬영을 정말 재밌게 즐긴 사람들의 표정에서 기쁨이 느껴졌어요."
159345581,ko-KR,5.0,2019년 6월 18일,"천 년 전 왕족이 되어 과거로 시간 여행을 떠나보고 싶으신가요? 경복궁에서 그 경험을 해보세요. 세계에서 가장 번화한 도시 중 하나인 경복궁 한가운데서 고대로 시간 여행을 떠나는 것은 신나는 경험입니다. 아름다운 왕비의 정원, 아름다운 산을 배경으로 한 고요한 호수. 왕이나 왕비, 공주나 왕자의 옷을 입고 고궁과 경내를 거닐어 보세요. 이 옷을 입으면 무료 입장이 가능하지만, 입장료를 내는 것 또한 가치 있는 경험입니다. 경복궁에 방문하셔서 직접 경험해 보세요."
159336949,ko-KR,4.0,2019년 6월 17일,"아름다운 곳이지만, 다른 어떤 명소보다 건축물과 정원이 특히 아름답습니다. 대부분의 방과 건물은 폐쇄되어 있고 현재 대대적인 보수 공사가 진행 중입니다. 하지만 직원들은 관람객들이 사진을 찍고 즐길 수 있도록 멋진 볼거리를 제공합니다. 이 지역의 가장 멋진 부분은 여전히 예전의 가구와 장식을 그대로 간직하고 있는 주요 왕좌의 방이고, 또 다른 하나는 정원입니다. 이 지역을 거닐다 보면 아름다운 풍경에 감탄하게 되고, 누구나 아름다운 셀카와 사진을 찍을 수 있는 놀라운 잠재력을 가지고 있습니다. 놀라운 역사적 장소이며, 가격도 비싸지 않고 경이로움을 느낄 수 있지만, 제 생각에 중국의 자금성에 가본 사람이라면 거의 비슷한 경험을 할 수 있을 것입니다."
184539608,ko-KR,5.0,2024년 6월 27일,"모든 게 완벽했어요, 한복을 입고 경복궁을 돌아다니는 게 흥미로웠어요 💕 
확실히 다시 와서 다른 한복을 입어볼게요!"
181649324,ko-KR,5.0,2024년 4월 29일,서울 최고의 궁궐. 유네스코 세계문화유산으로 지정되어 있어 한 번쯤 방문해 볼 가치가 있습니다. 14세기부터 16세기까지 조선 왕조의 권력의 중심지였습니다.
181646207,ko-KR,5.0,2024년 4월 28일,"한겨울에 다시 방문했을 때, 궁전 내부는 정말 경이로웠습니다. 모든 구석의 규모와 디테일이 매혹적이었습니다."
180638570,ko-KR,5.0,2024년 2월 5일,"경복궁이야....서울의 심장이죠..특히 가을오후부터 해질녘까지 있다보면 광화문 광장의 야경까지 감상할 수 있는..생각보다 안쪽 깊숙히 들어가면 볼 거리들이 아주 많아요..보통은 근정전 마당구경에 경회루 정도 까지만 돌아보지만,천천히 내부까지 돌아다니면서 시원한 바람과 한옥 특유의 향기도 만끽해 보시길 추천요...해질녘 노을과 저녁은 근처 밋집에서...^^"
185347598,ko-KR,4.0,2024년 7월 7일,이곳은 한국에서 제가 가장 좋아하는 곳은 아니지만 방문할 가치가 있고 적어도 오전이나 오후에 방문해야 합니다. 그렇지 않으면 이 단지의 작은 부분에만 머물게 될 것입니다.
182532177,ko-KR,5.0,2024년 6월 3일,5대 궁궐 중 가장 큰 규모를 자랑하는 이곳에서 전통적인 경비대 교대식을 관람하세요. 인근 광화문 광장은 상징적인 동상과 도시의 스카이라인을 배경으로 한 궁전의 웅장한 전망으로 한국의 풍부한 역사로 향하는 관문입니다.
181781847,ko-KR,4.0,2024년 5월 8일,"서울의 상징적인 궁궐이자 조선시대에 관심 있는 사람이라면 꼭 방문해야 할 곳입니다.
놀라운 건축물입니다.
겨울철 환상적인 풍경을 감상하며 멋진 경험을 할 수 있습니다."
181721979,ko-KR,5.0,2024년 5월 5일,"전통 의상과 경비병 교대와 같은 매혹적인 이벤트와 활기찬 북 연주로 한국 문화의 풍요로움을 경험하세요. 투어는 쉽게 이용할 수 있으며, 전통 의상이나 의상을 입은 사람들에게는 할인 혜택이 제공됩니다. 궁전 건물과 한옥을 탐험하며 생생한 디자인으로 장식된 복잡한 한국 건축에 경탄하세요. 웅장한 홀은 놀라운 목공예를 선보이고, 광활한 궁전 부지는 옛 시대의 감각을 불러일으킵니다."
181670225,ko-KR,5.0,2024년 5월 2일,한국을 방문할 때 이곳을 꼭 추천하고 싶습니다. 이곳의 역사를 알아보세요. 한글책도 읽어보세요.
181669334,ko-KR,5.0,2024년 5월 1일,한국에 있을 때 방문하기 매우 흥미롭고 좋은 곳입니다. 저는 여기를 정말 좋아하고 가족과 함께 꼭 다시 올 것입니다.
181649432,ko-KR,5.0,2024년 4월 29일,"세 개의 안뜰이 있는데, 각각 다른 안뜰 안에 있고, 각각 중앙 궁전이 있습니다. 장소는 크고 박물관 두 개도 있습니다. 완전히 탐험하려면 최소 3~4시간이 걸립니다. 왕궁 경비대 퍼레이드와 의식을 놓치지 마세요."
181649369,ko-KR,5.0,2024년 4월 29일,"16세기 말에 화재로 파괴되었고, 일본에 의해 잠시 파괴되어 17세기와 18세기에 그 웅장함을 잃었습니다. 19세기에 다시 현재의 모습으로 복원되었습니다."
181646779,ko-KR,5.0,2024년 4월 28일,처음 방문하시는 분이라면 꼭 들러봐야 할 곳이에요. 다음에는 한국 왕실 코스프레 의상을 빌려보는 건 어떠세요? 여기 꼭 가보세요!
181643344,ko-KR,5.0,2024년 4월 28일,"저에게는 정말 장엄한 경험이었습니다. 웅장한 건축물, 고요한 정원의 아름다움, 그리고 곳곳에 깃든 풍부한 역사는 이곳을 진정으로 매혹적인 곳으로 만들어줍니다. 문을 열고 들어서는 순간, 마치 과거로 시간 여행을 떠나 한국의 문화와 유산에 푹 빠져드는 듯한 경외감을 느꼈습니다."
181589466,ko-KR,5.0,2024년 4월 26일,궁궐 바로 서쪽에는 한복 대여점이 많으니 놓치지 마세요. 한복을 입으시면 바로 궁궐 안으로 들어가실 수 있습니다. 가이드 투어를 원하지 않는 한 매표소에 들를 필요가 없습니다.
181589024,ko-KR,5.0,2024년 4월 26일,"서울에 가면 꼭 가봐야 할 곳이에요! 입장료는 아주 저렴하지만, 가능하다면 조금 더 돈을 내고 한복을 대여해서 무료로 입어보는 걸 추천해요."
181587434,ko-KR,5.0,2024년 4월 26일,이 궁궐이 정말 마음에 들었어요. 딱 하나 아쉬운 점은 매표소에서 팸플릿을 받지 못했다는 거예요. 이곳에서 가장 좋았던 건 오전 10시에 있었던 왕궁 경비대 교대식 공연이었어요.
181587283,ko-KR,5.0,2024년 4월 26일,정말 감사합니다. 한복을 입으시면 궁궐 내부는 무료로 입장하실 수 있습니다. 궁궐 밖은 전반적으로 무료입니다.
181587185,ko-KR,5.0,2024년 4월 26일,의상과 북 연주 등에 맞춰 전통 경비병 교대식을 볼 수 있는 멋진 문화 체험이 제공됩니다. 전통 의상이나 의상을 입고 가면 입장료 할인이 제공되는 투어도 있습니다.
181582596,ko-KR,5.0,2024년 4월 25일,이 궁전은 아름답고 웅장합니다. 어떤 부분은 정말 아름답습니다. 하지만 공간이 매우 넓어서 조금 걸어야 할 수도 있습니다. 어떤 부분은 매우 넓고 개방적이었습니다.
181581496,ko-KR,5.0,2024년 4월 25일,"또한, 신체 장애인에게는 입장료가 할인되고 한복(궁궐 바로 바깥에 있는 다양한 상점에서 대여할 수 있는 전통 한국 의상)을 착용한 사람은 무료입니다."
181581392,ko-KR,5.0,2024년 4월 25일,"아름다운 궁전이었고, 지형이 때때로 고르지 않더라도 휠체어로 접근이 가능해서 놀라웠습니다."
181576965,ko-KR,5.0,2024년 4월 24일,방문할 가치가 있는 대규모 궁전 단지입니다. 규모가 크고 아름다운 정원도 있습니다. 근위병 교대식은 놓치지 마세요. 의식을 잘 묘사한 작품입니다. 전체 투어는 약 90분에서 120분 정도 소요됩니다.
181572863,ko-KR,5.0,2024년 4월 24일,"아름다운 역사적 장소예요. 분위기가 정말 좋아요. 한복을 입고 사진도 찍을 수 있고, 정말 마음에 들고 흥미로운 곳이에요....
정말 가볼 만한 가치가 있어요...."
181520300,ko-KR,5.0,2024년 4월 21일,이 궁궐이 정말 마음에 들었어요. 딱 하나 아쉬운 점은 매표소에서 팸플릿을 받지 못했다는 거예요. 이곳에서 가장 좋았던 건 오전 10시에 있었던 수문장 교대식이었어요. 정말 감사했어요. 한복을 입으면 궁궐 안은 무료로 입장할 수 있어요. 궁궐 밖은 전반적으로 무료예요.
181507377,ko-KR,5.0,2024년 4월 19일,"한국에 가면 꼭 가봐야 할 곳이에요. 기차를 타고 갈 수도 있고, 경복궁 바로 앞에서 티켓을 구매할 수도 있어요."
181507014,ko-KR,5.0,2024년 4월 19일,"한국의 유서 깊은 궁궐 경복궁에 들어서는 순간, 마치 시간 여행을 하는 듯한 느낌이 들었습니다. 웅장한 궁궐부터 고요한 연못까지, 구석구석에서 한국의 장엄한 역사가 물씬 풍겨나와, 그 풍부한 문화적 유산에 경외감을 느꼈습니다."
181500235,ko-KR,5.0,2024년 4월 18일,"남편과 함께 한국에 처음 가봤어요! 경복궁에 가서 한복을 입고 사진도 찍었어요 🥹
너무 귀여워요! 저희 둘 다 멋진 경험을 했어요 🤡"
181491535,ko-KR,5.0,2024년 4월 16일,"경복궁 방문은 한국의 풍부한 역사와 문화를 경험하는 매혹적인 여정이었습니다. 웅장한 건축물, 고요한 정원의 아름다움, 그리고 수문장 교대식을 직접 목격하는 몰입감은 잊을 수 없는 모험으로 남았습니다. 고풍스러운 문을 들어서는 순간, 마치 과거로 시간 여행을 떠나는 듯한 느낌이었습니다. 궁궐의 복도와 안뜰을 거닐며 한때 이곳을 고향으로 삼았던 왕족의 삶을 상상했습니다."
181438664,ko-KR,5.0,2024년 4월 14일,외관과 내부 모두 너무나 아름답고 전통 건물이 주요 볼거리이므로 한국에 가면 꼭 가봐야 할 궁궐입니다.
181429622,ko-KR,5.0,2024년 4월 12일,"날씨가 좋고 (모두 야외예요) 반나절 정도 시간이 있다면, 문화 체험을 위해 방문하기 좋은 곳입니다. 생각보다 규모가 꽤 크니 편안한 신발을 꼭 신으세요! 입장 전에 여러 곳에서 전통 의상 대여가 가능하니, 상황에 맞는 옷을 입어보는 것도 좋습니다! 경비병 교대식은 아침에 열리는데, 아마 10시쯤 시작될 거예요 (이 시간은 꼭 지켜주세요!). 꼭 구경해 보세요."
181426058,ko-KR,5.0,2024년 4월 11일,이 궁전은 아름답고 웅장합니다. 어떤 부분은 정말 아름답습니다. 하지만 공간이 매우 넓어서 조금 걸어야 할 수도 있습니다. 어떤 부분은 매우 넓고 개방적이었습니다.
181425393,ko-KR,5.0,2024년 4월 11일,"궁전이 정말 아름다워요 🏯
이 궁전은 궁전의 가장 아름다운 부분 중 하나예요. 🇰🇷🇰🇷🇰🇷

궁전이 정말 아름다워요."
180577696,ko-KR,5.0,2024년 1월 31일,경복궁에서 한복 체험 하고 데이트 코스 너무 추천드려요💕경복궁 에는 이쁜 사진 스팟이 많아서 꼭 사진 많이 찍고 인생샷 건지세요!한옥과 궁 풍경으로 사진찍을 수 있어서 너무너무 예쁘고 우리나라 발자취를 감상할 수 있는 좋은 명소 추천드립니다🙏
162551284,ko-KR,5.0,2020년 1월 6일,경복궁은 서울에서 꼭 가볼 만한 곳입니다. 한복을 입고 입장하면 입장료가 면제됩니다. 이곳에서 고궁을 체험하고 퍼레이드를 관람할 수 있습니다. 계절에 따라 경복궁의 아름다운 풍경을 감상할 수 있습니다.
162368467,ko-KR,5.0,2019년 12월 22일,정말 아름다워요! 밤에 조명이 켜지면 정말 멋진 곳이에요. 규모도 크고 볼거리도 많아요. 건축과 디자인이 숨 막힐 듯 아름다워서 역사적인 분위기를 만끽할 수 있어요. 봄이나 여름에 방문하면 가장 좋아요.
162237341,ko-KR,5.0,2019년 12월 9일,"궁궐을 방문하고 궁궐 옆에서 수비수들이 훈련하는 모습을 지켜봤습니다. 정말 눈을 뜨게 하는 경험이었고, 한국 문화에 대해 많은 것을 배울 수 있었습니다."
161692437,ko-KR,5.0,2019년 10월 24일,"모든 국가, 모든 지역 사회는 개별적인 가치, 규범, 특정 역사의 복잡한 패턴으로 긴밀하게 연결되어 있으므로, 그들의 문화를 이해하는 것은 그들을 이해하는 것과 같습니다."
161523760,ko-KR,5.0,2019년 10월 13일,"경복궁에서 정말 멋진 하루를 보냈어요. 특히 한복을 입고 서울 거리를 걷는 게 가장 좋았던 것 같아요. 공주님, 오늘 하루도 잘 보내셨길 바라요 :)"
159459300,ko-KR,5.0,2019년 6월 27일,도시 한가운데에 있는 역사적인 장소! 한국을 방문하면 꼭 방문해야 할 곳입니다. 여기를 방문하면 근처에서 한복을 빌릴 수 없기 때문에 옛날로 돌아간 것 같은 느낌을 완벽하게 느낄 수 있습니다!
159336807,ko-KR,5.0,2019년 6월 17일,"궁전은 정말 넓어요.
국립 박물관으로 가는 길도 좋고요.
궁전 자체도 흥미로운 건축물이에요.
그리고 무료 가이드 투어는 꼭 해보세요!!!!!! 그리고 무료예요."
162346890,ko-KR,5.0,2019년 12월 19일,이 역사적인 장소는 고요하고 평화로운 느낌을 줍니다. 산 전망을 배경으로 한 궁전은 정말 아름답습니다.
160230756,ko-KR,5.0,2019년 8월 10일,궁전은 정말 거대해서 전부 돌아보려면 시간이 꽤 걸립니다. 몇 시간씩 걸릴 각오를 하세요!
181768819,ko-KR,4.0,2024년 5월 6일,"추천 이유: 주요 관광지
한 달에 한 번씩 무료로 입장할 수 있는 날짜가 있습니다.

공연은 보통 정오에 진행됩니다."
155853959,ko-KR,5.0,2018년 7월 22일,"한국을 대표하는 전통 가옥으로 임금님이 살던 곳에서 한복 체험과 여유로운 관광 명소로 꼭 가봐야할 대표적인 곳이다. 최근 야간 음악회등 있고, 수문장 쇼도 있음"
155853956,ko-KR,5.0,2018년 5월 23일,데이트하기에도 좋구 아이데리고 가도 괜찮을듯 항상 부모님이랑 가는데 부모님도 좋아하시고 날씨만 잘 맞추면 좋은 구경할수있을듯
155853958,ko-KR,5.0,2012년 6월 25일,마을 한 가운데 한국 궁전 ...&lt;3
