rating,date,content
5,2024년 10월 7일,"서울 여행 중 경복궁을 방문한 것은 단연코 최고의 경험이었습니다. 이 웅장한 궁궐은 한국의 찬란한 역사와 문화를 고스란히 담고 있어, 그저 둘러보는 것만으로도 시간 여행을 하는 듯한 느낌이 들었습니다."
4,2024년 10월 7일,휴무일 오랜만에 경복궁 나들이 다녀왔네요~ 평일인데도 붐비는 편이었지만 날씨가 좋아 이곳저곳 돌아다니면서 사진 찍는 재미가 쏠쏠했네요. 우연한 기회로 생과방 취소표 잡아 다녀왔는데 오랜만에 느껴보는 여유로움이라 힐링 제대로 하고 왔습니다! 한복 입고 방문하는 것도 너무 재밌을 것 같더라구요~! 더 추워지기 전에 한번 다녀오시길 추천 드려요 ^^
5,2024년 9월 30일,친구들과 찾은 경복궁은 정말 웅장하고 아름다웠어요. 알록달록한 단청의 색감과 섬세한 건축 양식에 감탄했죠. 넓은 궁궐을 거닐며 조선시대로 시간 여행을 떠난 듯한 기분을 만끽했답니다. 한국의 역사와 아름다움을 동시에 느낄 수 있는 곳으로 추천해요!
5,2024년 9월 27일,광화문 광장에 긴 김에 경복궁에 들렀어요! 광화문 월대가 복원된 이후에 첫 방문이었는데 너무 좋았습니다. 한복 입고 방문하신 분들이 많아 여행온 것 같고 덩달아 기분이 좋았어요.
5,2024년 9월 27일,경복궁에 자주 산책 겸 다닙니다. 계절마다 다른 풍경을 볼 수 있어서 너무 좋습니다. 향원정 연꽃 너무 예뻐요 ~ 근정전을 지나 경회루 꼭 보시고 향원정으로 고고 ~
5,2024년 9월 27일,"서울에 가면서 경복궁을 가볼 일이 생각보다 많지 않은데.. 경복궁 안 쪽 공간이 생각보다 넓어서 놀랐습니다. 아름답고 멋진 궁궐이 있다는 사실을 알았으나 공원처럼 잘 꾸며진 공간이 아주 넓어서 가족 단위로 놀러와서 쉬고 가기에도 너무 좋은 것 같아요. 봄, 가을철에 산책 겸사겸사 오기에 너무 좋은 것 같아요! 적극 추천 드립니다!"
5,2024년 9월 27일,많은 외국인들이 한국문화에 관심을 가질 수 있을만큼 크고 웅장한 느낌이 너무 좋았어요. 장소 곳곳에서 해설자님 설명을 들으면서 투어를 하니 몰랏던 사실도 알게 되고 너무 좋았습니다.
5,2024년 9월 25일,한복 입고 가니 할인도 해주고 깨끗하고 경복궁까지 가는 교통도 편리하고 쾌적하고 좋았습니다. 궁도 멋지고 걷기도 좋았어요.
5,2024년 9월 13일,경복궁 여름늦더위 더운날씨지만 관광객들도 많아요 3천원 입장료있어요 재입장은 안되구요 사진찍을 포토존많아요 중간에 한옥카페 시원한 음료도 함께하면 좋아요 경복궁 의 미를 알고 포토존에서 함께하면 더더 좋아요
5,2024년 9월 12일,9월에 경복궁 야간 개장에 다녀왔습니다.밤에 궁궐 관람은 처음이여서 마음이 설레였습니다.밤에 분위기 너무 좋아서 카메라로 사진 많이 찍었습니다
5,2024년 9월 11일,지금봐도 촌스럽지 않은 옛 조선의 멋이 느껴지고 한바퀴 산책하는데 볼 것도 많고 거리도 적당해서 최고의 데이트 장소입니다
5,2024년 9월 9일,추석에 엄마와 함께 방문했는데 맑은 가을날씨에 고궁을 둘러보니 한층 더 아름다움이 잘 느껴졌습니다. 곧 추석인데 가족들과 함께 경복궁 나들이를 추천합니다.
5,2024년 8월 30일,"한국 여행온다면 꼭 가봐야하는곳 사계절 내내 다른 매력, 시시각각 다른 매력이 가득함 ! 무료해설을 시간맞춰 들어보는것도 추천합니다!"
5,2024년 8월 30일,"오랜만에 가족들과 나들이 갔다 왔어요! 경복궁은 뭔가 굉장히 익숙하지만, 또 방문하면 항상 오랜만이고 새롭고 그 하늘과 바람이 정말 예쁜 장소 인 것 같아요!"
5,2024년 8월 29일,"주말 아이들과 함께 방문했습니다! 한복을 입은 외국인분들도 많았고, 가을이라 단풍도 너무 아름다웠어요. 아이들에게 우리나라 역사에 대해 설명해 줄 수 있고 너무 좋았어요!!"
5,2024년 8월 29일,"날씨가 점점 풀려가고, 공기도 좋고 하늘도 좋아 오늘 점심시간에 산책 겸 다녀왔습니다. 푸른 하늘과 어우러져 경북궁의 단정함과 화려함이 공존하여 구경하기 너무 좋았습니다."
4,2024년 8월 29일,"한국을 대표 하는 관광명소, 외국인분들도 참 많고 역시나 아름다운 궁궐 산책 너무 좋았어요 구석구석이 모두 아름다워서 눈 호강 하고 왔어요 여유롭게 걸으면서 관람하기 좋고 관광객이 워낙 많지만 그래도 경복궁 규모가 크니 괜찮았어요"
5,2024년 8월 28일,꼭 가봐야 하는 대한민국의 대표 국보라고 생각합니다. 가족들과 함께 가기에 참 좋은 나들이 장소이자 학습의 공간입니다
4,2024년 8월 28일,따스한 감성가득한 경복궁 함께라서 더욱 따스했습니다 주변 풍경고 아름답고 주변에도 화려한 기운이가득한 경복궁과 사소한 모습까지 아름다워요
5,2024년 8월 28일,"서울의 필수 구경 관광지 하면 가장 처음 생각나는 곳이 경복궁이라고 생각해요! 관리도 정말 잘 되어있고 많은 분들이 찾는만큼 정말 멋진 궁이예요 ㅎㅎ 친구와 함께 다녀왔는데 너무 좋았어서 다음에 다른 친구와 또 방문 예정이예요~ 비짓서울, 트립어드바이저 너무 좋아요 앞으로도 좋은 활동 부탁드리겠습니다~! 더욱 사랑받길 기원하겠습니다! 응원하겠습니다~!"
5,2024년 8월 28일,오랫만에 경복궁 투어~! 덥지않은 날씨여서 친구들과 수다떨면서 곳곳 돌아다녔는데 외국인들이 한복착장하고 다니는 모습에 괜히 뿌듯~!^^
5,2024년 8월 28일,경복궁 정말 어디에서나 사진찍어도 잘 나오고 대표적인 국가유산을 관람할 수 있어서 넘 좋았습니다! 꼭 한번 가보길 추천 합니다.
5,2024년 7월 22일,"이국적인 아시아 분위기와 한국 전통 복장을 한 사람들이 이국적인 모습을 만들어냅니다. 넓은 공원과 웅장한 건물 커다란 돌로 만들어진 바닥, 연못 등 500년 전의 한국의 모습을 만들어내고 멀리 보이는 시내의 높은 근대의 건물들이 장관을 연출해냅니다."
5,2024년 7월 3일,"경복궁 언제가도 좋지만, 야간개장할때도 갔는데 너무 좋았어요! 한복 입고 가면 감동은 덤이에여! 저는 사극 플레이리스트를 들으며 구경하곤 한답니다!"
5,2024년 6월 18일,"경복궁은 한국의 역사와 문화를 체험할 수 있는 훌륭한 장소입니다. 궁전의 아름다운 건축물과 정원은 정말 인상적이며, 왕궁 수문장 교대식은 놓치지 말아야 할 볼거리입니다. 또한, 한복을 입고 경복궁을 산책하면 더욱 특별한 경험이 될 것입니다. 경복궁 방문은 한국 여행의 하이라이트 중 하나라고 할 수 있습니다."
4,2024년 5월 30일,날씨가 좋아서 여행하기 더 좋았습니다. 대중교통 이용하기도 용이합니다. 여인들이나 가족단위 많이들 오시네요.~
5,2024년 3월 21일,"조선왕조가 성립된 지 2년 후인 1394년 태조 이성계가 천도하면서 궁의 건설을 시작한 것이 서울의 시작으로, 다음해 완성된 이것이 경복궁이다. 당시에는 크지 않았지만 시간이 지나며 확대되었고 16세기에는 화재를 겪은 이래 창덕궁이 창건되는 일과 함께 임진왜란 소실에의 중건은 1867년에야 이루어졌다. 하지만 이 시기의 조선은 큰 혼란의 상태로 결국 1910년 국권피탈과 함께 여러 건물이 철거되어 총독부를 포함한 다른 건물들이 세워졌으며, 광복 이후 공원화되었다가 1990년대부터 복원사업을 거쳐 점차적으로 옛 모습을 찾아 왔다. 조선왕조의 대표 궁으로 서울의 시작과 같았던 상징물답게 수많은 건물이 있는 곳인 만큼 역사의 이해에 중요한 장소로 수시로 일부 시설들에서 특별 행사를 진행하기도 하며 여전히 일부 지역은 복원 작업이 진행 중이기도 하다."
5,2023년 11월 30일,아이들이랑 같이 가서 역사 공부도 하고 사진도 찍고 좋았어요 날씨도 좋았어요 나중에 또 방문 하고 싶어요 지하철에서도 가깝고 이동하기 편했습니다
5,2023년 6월 30일,"외국인 친구들과 방문했는데 너무 좋았어요! 다음에는 부모님과 함께 방문하고 싶습니다. 여자친구랑도 가고 싶어요! 날이 더울 때도 좋았습니다만, 날이 추울 때 역시 가보고 싶어요!"
5,2023년 5월 13일,"경복궁은 우리나라의 역사를 바탕으로 생긴 아름다운 건축물로서, 매력적인 고급스러운 아름다움을 자랑합니다. 건축물 자체는 놀라운 정갈함과 화려함으로 이루어져 있으며, 오래된 역사와 전통을 느끼게 해줍니다. 경복궁은 정갈하고 고급스러운 디자인과 아름다운 건축물을 보여주기 때문에, 방문객들과 관람객들에게 절경을 선사합니다. 각종 건물들의 외관과 정원들을 보면서 멋진 모습을 느끼고, 오래된 역사를 깊이 생각해 볼 수 있습니다. 경복궁은 정갈하고 화려한 건축물과 고급스러운 아름다움을 자랑하고 있으며, 방문객들과 관람객들에게 매력적인 아름다움을 선사합니다. 놀라운 건축물과 고급스러운 아름다움이 만나는 곳, 경복궁!"
5,2023년 5월 1일,"경복궁은 한국의 대표적인 건축물 중 하나로, 전통적인 한국 아름다운 문화를 반영하고 있습니다. 이곳은 전통적인 아름다운 건축 디자인, 역사적 의미, 그리고 그 모든 것을 둘러싸고 있는 거대하고 고급스러운 환경으로 인상적인 경험을 제공합니다. 경복궁은 멋진 외관과 전문적인 건축 기술로 건축되었으며, 그 모든 것이 새로운 경험을 제공하는 거대하고 고급스러운 모나먼트로 만들어졌습니다. 이곳에서는 다양한 건축물과 역사적 의미가 담긴 매력적인 광장이 있습니다. 경복궁은 이러한 전통적인 아름다운 문화를 반영하고 있는 거대하고 고급스러운 건축물로, 훌륭한 경험을 제공합니다."
5,2023년 4월 14일,"경복궁은 거대한 명승과 대단한 역사가 자랑하는 거대한 건물입니다. 그곳에서 우리는 고대 명승의 거대함과 그 역사의 거대함을 느낄 수 있습니다. 경복궁의 모든 건물들은 매력적이며 거대하고 절경입니다. 그곳은 고대 명승의 멋진 모습과 그 역사의 거대함을 느낄 수 있는 곳입니다. 또한 그곳에는 여러 가지 전통적인 의상과 문화가 있습니다. 경복궁은 마련했던 거대하고 절경이며 독특한 모습으로 우리를 아름답게 이끌어줍니다. 또한 그곳에서는 역사적인 장소들을 방문하고 여러 가지 전통적인 이벤트들을 즐길 수 있습니다. 경복궁은 거대하고 멋진 명승과 역사, 그리고 전통적인 문화를 자랑하는 대단한 건물입니다."
4,2023년 4월 6일,"경복궁은 한국의 역사적이고 근대적인 중심지로 생각됩니다. 생기 넘치는 분위기와 왕궁의 영광을 느끼기 위해 방문할 수 있는 곳입니다. 고궁 안에는 매우 아름다운 정원과 함께 역사적이고 장엄한 건축물들이 있습니다. 또한, 다양한 관광 프로그램들이 있어 관광객들이 더욱 즐길 수 있는 장소로 바뀌고 있습니다. 경복궁은 매력적이고 화려하고 역사적인 장소로 많은 사람들이 방문하고 있습니다. 놀라운 경험을 제공하는 이 장소를 방문해보세요!"
5,2023년 3월 22일,우리나라의 운치가 잘 느껴져요. ㄱ종종 가서 산책하기 좋습니다. 주변에 먹을거리와 볼거리가 다양해서 좋습니다. 외국인친구가 놀러온다면 자신있게 데려가고픈 곳 중 한곳입니다.
4,2022년 9월 1일,여름에는 가지마세요. 너무 더워요 하지만 정말 유익했습니다. 아이와 가도 좋을것 같네요. 박물관도 있어서 좋아요. 근데 그늘이 너무 없어요.
5,2020년 10월 22일,대한민국의 역사가 잠들어 있는 곳. 서울을 방문했다면 꼭 방문해야 되는 곳. 경복궁은 우리의 역사다. 넓은 경복궁을 산책할 수 있는 것은 언제나 행복이다.
5,2020년 9월 4일,경복궁은 국민들이 자주 찾는곳으로 작성자는 주말에 자주 가족들과 방문 하고 있음. 특히 가족들과 방문시 옛고궁의 멋을 즐길수 있으며 쾌적한 공기와 역사를 체험하고 힐링할수 있는곳임.
5,2020년 4월 27일,날씨 좋은 날 종종 산책하러 경복궁에 가는데 마음이 편온해지는 기분이라고 할까요? 특히 봄이나 가을에 산책가는 걸 추천해요!
5,2020년 4월 17일,Goooooood 다 좋습니다 다음에 또 오고 싶네요 근처 관광지도많고 먹을거리도많네요 서울올때마다 자주이용중인데 또오고싶습니다
5,2020년 4월 11일,요새 더더욱 코로나로 인해 사람 방문이 적음. 두자녀 동반시 성인 입장무료. 지금 시기에 나들이 하기 딱 좋은곳. 지하철 광화문역이나 종각역이용 편리.
5,2020년 4월 1일,"조선 개국 4년째인 1395년에 처음으로 세운 으뜸 궁궐이다. '하늘이 내린 큰 복' 이라는 뜻으로 경복궁이라 이름지었다. 가장 아름답고 웅장한 이 경복궁은 임진왜란, 일제강점기 2번에 걸쳐 일본의 악랄하고 잔인한 파괴를 당한 악연을 갖고있다. 향원정은 보수 공사로 인해 볼 수 없지만 아름다운 경회루만으로도 충분한 경복궁이다."
5,2020년 3월 13일,"한국 건축물의 아름다움을 느낄 수 있는 곳이고, 한복을 입었을 때 입장료는 무료. 주변에 한복 대여점이 많으니 한번쯤 대여해서 입어보는것도 나쁘지 않을듯"
5,2020년 2월 20일,"조선의 성곽 안에는 박물관도 있고 경회루 등 볼것이 많다. 외국인들 및 연인들도 주변에서 한복 및 특수복장 빌려서 성을 둘러보며 데이트를 즐기기에 딱 좋다. 야간개장도 하니 잘 알아보고 올것 한국사람이라면 한번이상은 꼭와봤고 , 외국인들에게도 좋은 관광지라고 생각한다. 앞에 광화문 광장 청계천 뒤로 삼청동 이주변에 연계된 명소들도 많기 때문에 꼭 추천한다."
4,2020년 2월 19일,대부분의 사람들이 여행을 간다면 그 나라의 유서 깊은 궁전을 찾게 된다. 한국에서는 그 곳이 바로 경복궁이다. 지금의 경복궁은 원래의 것보다 많이 축소되었지만 그래도 깨끗이 잘 정돈되어 있으며 위엄이 있다.
5,2020년 2월 15일,몇번을 가도 감탄하게 되며 산책하기 최고인 경복궁 매번 갈때마다 정교함과 운치에 또한번 반하게 되는곳 주변에 볼거리도 많음
5,2020년 2월 12일,구정전날 방문했는데 관광객이 참 많았습니다 무료입장이었고 한복입은 관광객이 많더군요 때맞춰 가면 광화문에서 수문장 교대식을 볼 수 있습니다
5,2020년 2월 9일,넓고 아름다운 우리나라 궁궐 건축물도 보면서 역사공부도 할 수 있는곳이에요. 외국인들이 한국인보다 많았고 너무추워서 모두 보지못한것은 아쉬웠어요. 가족여행이면 가족관계증명서를 꼭 챙기세요. 한복 입지않고도 무료관람 가능해요.
5,2020년 2월 3일,친구랑 다녀왔는데 엄청 넓어요. 공사중인 곳 있어서 조금 아쉬워서 날씨 따뜻해지면 또 가려구요~ 박물관(?)에도 우리 옛것 전시되어 있어서 볼거리 풍부하고 역사공부 하는 것 같아 좋았어요!
5,2020년 1월 22일,도심 한 가운데서 만날 수 있는 조선왕조의 궁궐로 소란스러운 가운데 조용함을 느낄 수 있는 공간으로 한복을 입고 방문하여 기념사진을 찍기 좋음.
5,2020년 1월 18일,조선 최고의 궁궐입니다. 너무 좋구요 야경은 두 말 할 것도 없이 완전히 좋습니다. 죽기 전에 한 번쯤은 가 볼만한 곳 입니다. 강추드립니다!!!!!!!
5,2020년 1월 17일,"몇 번의 도전 끝에 야간 개장 신청에 성공해서 다녀왔어요! 내부에서 공연도 해서 즐길 수 있고, 무엇보다 경회루가 너무 예뻐서 계속 보고 있었어요!"
4,2020년 1월 8일,제가 참 좋아하는 곳인데... 친구 오면 꼭 같이 가는데 향원정이 아직도 공사중이더군요. 제가 젤 좋아하는데라... 아쉬웠어요... 입장료가 4000원인데 한복 대여료가 3900원이라 많은 외국인들이 한복을 대여하더라구요. 한복입으면 공짜 입장이거든요. 그런데... 대여 한복들이... 한복 같지 않아서 같이 간 외국 친구가 비웃을 정도 였어요... 건 좀 별로 였어요.
5,2019년 12월 21일,가을의 정취가 담뿍담긴 비원에서 한국의 아름다움을 소개할 수 있었습니다. 영어로 안내가 되어있어서 많은 외국인들과 함께 비원을 산책했어요. 경복궁안에 커피셥도 분위기가 좋아요.
4,2019년 12월 20일,날씨도 좋았고 사람도 많지 않았습니다 ... 너무 너무 좋은 관광 휴가이었습니다 . 또 다시 가고 싶은 곳으로 리스트에 올려야겠습니다
5,2019년 12월 16일,뀨ㅣ딧ㅇ그의딛ㄱ짖ㅇ늬ㄴㅌ싱브ㅢ싲ㄴ조싱그ㅡ싲ㄴ졳ㅡ응ㄷ지ㆍㅇㆍ읻은ㅇㄴ딪동ㄴㄱ지ㅡㅇ릦ㄱ시ㅡㅅㄷㅇㄷㄱㅈㄴ
5,2019년 12월 2일,"도심 한가운데 위치하고 있지만, 내부로 들어서면 전혀 다른세상에 온것같음. 관광객이 많은 편이지만 그래도 한국 고유의 아름다움을 느끼기에 충분한 궁궐. 담벼락 너머로는 현대식 빌딩이 넘쳐나지만 소음은 완벽히 차단됨."
5,2019년 12월 2일,수천년의 역사를 가진 대한민국의 최고 명소입니다. 외국인이 아닌 한국인이라 하더라도 한번쯤은 무조건 가보기를 권장합니다.
5,2019년 11월 26일,저는 이 경험을 강력히 추천합니다. 한복을 무료로 입으실 수도 있습니다. 궁전과 경치가 아름답습니다. 이곳은 사진을 찍기에 좋은 장소입니다.
5,2019년 11월 23일,"경복궁을 방문한다면 가을을 추천합니다 너무 이쁜 가을의 하늘,단풍으로 물든 나무들과 옛 궁의 건물의 조화가 너무 아름답습니다. 서울 한복판에 이렇게 아름다운 옛 건물의 조화가 특이하기도 하거니와 갑자기 새소리와 고요한 느낌을 받을수 있어 무엇보다 좋아요~~~"
5,2019년 11월 22일,"아이들과 함께 오랜만에 경복궁을 다녀왔읍니다. 관광코스라 그런지 한국인, 외국인 반반이네요. 광화문에서 바라보는 모습은 고색창연하네요"
5,2019년 11월 12일,한국 여행 필수 코스 아닐까 싶네요. 입장료가 저렴하고 내부도 넓어서 날씨 좋은날 산책하기에도 좋습니다. 야간개장도 해요~!!
5,2019년 11월 6일,서울의 한 가운데 자리한 궁궐 야경이 더욱 아름다우니 기회가 된다면 야간개장 때 방문해 보세요. 낮에도 물론 아름다운 곳 입니다.
5,2019년 11월 3일,궁 데이트를 자주 하는 편인데 경복궁은 정말 행사도 다양하고 너무좋아요ㅎㅎㅎ 특히 야간관람 가능할때는 꼭 가보세요ㅎㅎ
5,2019년 10월 24일,"오래된 궁궐들이 많이 있으며, 관광객들이 많이 방문하는 장소이다. 근처 상점에서 한복을 대여해주는데 그럴경우 입장료가 무료이다. 항상 활기차며 많은 관광객들이 있다. 그늘이 부족하므로 모자나 음료를 챙기는 것이 좋다."
5,2019년 10월 21일,조선시대를 대표하는 대표적인 궁궐로 외국인들이 찾는 관광명소 중 하나이다. 한복을 입고 입장하면 입장료가 무료이며 주변에 한복 대여를 하는 가게들이 많으니 입어보는 것을 추천한다. 생각보다 면적이 꽤 넓으며 경복궁 전체를 둘러보려면 반나절은 잡는 것을 추천한다. 전체를 보려면 많이 걸어야하니 어린아이가 있는 여행객은 유모차를 준비하는 것을 추천한다.
5,2019년 10월 21일,"영어 해설사 투어로 1시간 투어했어요. 프랑스, 브라질에서 오신 외국 손님들이 정말 좋아했습니다. 평일인데도 관광객이 많네요. 경회루는 사람들이 한쪽에만 몰려 있으니 연못 따라 조금만 더 걸어가면 사진 찍기 적당하게 트여 있어요."
5,2019년 10월 18일,이젠 경복궁은 한복 필수예요 ㅋㅋㅋㅋ 거닐때 기분이 다름 ㅋㅋㅋㅋㅋ 가을 야간개장때는 달빛과 함께 보는 궁 안이 얼마나 예쁜지...❤️❤️
5,2019년 10월 7일,야간 개장으로 저녁 7시 입장하였습니다. 인터넷으로 사전 예매하고 신분증과 예매번호로 티켓을 발권 받습니다. 몇년 전부터 유명(?) 했던 야간 개장이라... 사전 예매를 통해서만 가능해 매우 가보고 싶은 곳이였습니다. 조명을 받은 경회루와 근정전은 매우 아름다웠으며.... 8시부터 진행된 국악공연은 가을밤과 매우 잘 어울렸습니다. 외국의 여타 관광지(문화재)의 야간개장 - 공연과 견주어도 뒤지지 않는 모습이었습니다. 경복궁 야간 개장은 늘있는 것은 아닌듯합니다.... 연중 특정일 만이 아닌 상시 개방을 바래봅니다.
5,2019년 10월 6일,현대의 도시안에 과거의 유산. 새로움과 전통을 느끼기 좋은곳. 한국의 미를 느낄수있는곳. 의무감으로라도 한번은 가야할 곳 아닌가싶네요.
